DATE      	AVG TMP        	REFERENCE ET   	PRECIPITATION  
YYYY-MM-DD	C              	mm/day         	MM             
1985-09-20	20.25          	3.905          	0.00           
1985-09-21	20.00          	3.237          	0.00           
1985-09-22	19.75          	2.668          	0.00           
1985-09-23	21.00          	2.274          	0.00           
1985-09-24	19.00          	1.894          	6.00           
1985-09-25	15.50          	3.348          	0.00           
1985-09-26	15.00          	2.168          	0.00           
1985-09-27	16.00          	1.995          	84.00          
1985-09-28	15.50          	3.009          	45.00          
1985-09-29	14.50          	2.800          	0.00           
1985-09-30	15.00          	3.276          	0.00           
1985-10-01	17.25          	2.962          	0.00           
1985-10-02	17.75          	1.654          	7.00           
1985-10-03	13.00          	1.018          	6.00           
1985-10-04	14.25          	1.434          	3.00           
1985-10-05	15.00          	2.244          	10.00          
1985-10-06	12.75          	2.446          	0.00           
1985-10-07	10.00          	2.483          	0.00           
1985-10-08	11.25          	2.651          	0.00           
1985-10-09	14.00          	3.279          	0.00           
1985-10-10	16.50          	3.047          	0.00           
1985-10-11	16.50          	2.794          	0.00           
1985-10-12	8.75           	1.564          	0.00           
1985-10-13	12.75          	1.747          	0.00           
1985-10-14	15.75          	1.462          	0.00           
1985-10-15	17.50          	1.960          	2.00           
1985-10-16	14.00          	2.901          	0.00           
1985-10-17	11.25          	2.258          	0.00           
1985-10-18	10.00          	2.259          	0.00           
1985-10-19	14.75          	2.287          	0.00           
1985-10-20	15.25          	1.913          	0.00           
1985-10-21	11.00          	1.468          	0.00           
1985-10-22	12.50          	1.946          	0.00           
1985-10-23	15.25          	1.620          	0.00           
1985-10-24	15.50          	1.830          	4.00           
1985-10-25	16.25          	2.168          	4.00           
1985-10-26	10.50          	2.322          	0.00           
1985-10-27	11.75          	2.657          	0.00           
1985-10-28	11.50          	2.400          	0.00           
1985-10-29	6.00           	1.969          	0.00           
1985-10-30	5.50           	1.201          	0.00           
1985-10-31	8.50           	1.160          	0.00           
1985-11-01	10.50          	1.763          	0.00           
1985-11-02	9.75           	1.425          	0.00           
1985-11-03	10.50          	0.982          	0.00           
1985-11-04	10.50          	0.938          	4.00           
1985-11-05	11.00          	1.192          	14.00          
1985-11-06	11.00          	0.886          	10.00          
1985-11-07	10.00          	1.539          	0.00           
1985-11-08	9.00           	1.840          	0.00           
1985-11-09	8.75           	2.177          	0.00           
1985-11-10	14.25          	2.171          	0.00           
1985-11-11	14.00          	1.236          	0.00           
1985-11-12	11.00          	1.279          	0.00           
1985-11-13	10.25          	1.296          	6.00           
1985-11-14	12.00          	1.365          	5.00           
1985-11-15	9.75           	1.489          	11.00          
1985-11-16	5.00           	1.260          	10.00          
1985-11-17	6.50           	1.129          	26.00          
1985-11-18	7.25           	0.996          	0.00           
1985-11-19	12.00          	2.032          	0.00           
1985-11-20	16.75          	2.276          	0.00           
1985-11-21	13.00          	2.400          	0.00           
1985-11-22	5.00           	1.127          	13.00          
1985-11-23	4.50           	1.008          	13.00          
1985-11-24	4.50           	1.410          	0.00           
1985-11-25	3.00           	0.839          	0.00           
1985-11-26	3.25           	0.630          	6.00           
1985-11-27	5.25           	0.828          	11.00          
1985-11-28	4.25           	0.738          	18.00          
1985-11-29	4.00           	0.624          	7.00           
1985-11-30	4.00           	0.548          	5.00           
1985-12-01	4.50           	0.489          	11.00          
1985-12-02	4.50           	1.584          	11.00          
1985-12-03	1.50           	1.149          	0.00           
1985-12-04	-3.00          	0.518          	0.00           
1985-12-05	-3.00          	0.482          	0.00           
1985-12-06	-0.50          	0.528          	5.00           
1985-12-07	1.50           	0.575          	0.00           
1985-12-08	1.00           	0.718          	0.00           
1985-12-09	2.00           	0.843          	0.00           
1985-12-10	2.75           	0.748          	0.00           
1985-12-11	5.75           	0.733          	0.00           
1985-12-12	7.00           	0.730          	4.00           
1985-12-13	3.75           	0.750          	8.00           
1985-12-14	-1.25          	0.791          	6.00           
1985-12-15	-4.50          	0.887          	0.00           
1985-12-16	-2.00          	1.033          	0.00           
1985-12-17	-1.25          	0.972          	0.00           
1985-12-18	-3.75          	0.878          	0.00           
1985-12-19	-8.00          	0.532          	0.00           
1985-12-20	-9.25          	0.443          	0.00           
1985-12-21	-8.25          	0.519          	2.00           
1985-12-22	-8.00          	0.621          	0.00           
1985-12-23	-1.75          	0.886          	0.00           
1985-12-24	2.00           	0.885          	0.00           
1985-12-25	-1.25          	0.952          	4.00           
1985-12-26	-10.50         	0.482          	0.00           
1985-12-27	-6.75          	1.063          	0.00           
1985-12-28	-1.25          	0.780          	0.00           
1985-12-29	-2.75          	0.794          	0.00           
1985-12-30	-3.00          	0.801          	0.00           
1985-12-31	-2.50          	0.979          	0.00           
1986-01-01	-0.75          	0.671          	0.00           
1986-01-02	-0.75          	1.012          	0.00           
1986-01-03	2.50           	1.096          	0.00           
1986-01-04	3.50           	0.793          	0.00           
1986-01-05	1.00           	0.925          	1.00           
1986-01-06	-0.75          	0.912          	0.00           
1986-01-07	-4.25          	0.665          	0.00           
1986-01-08	-6.75          	0.568          	0.00           
1986-01-09	-3.50          	1.329          	0.00           
1986-01-10	-1.25          	1.276          	0.00           
1986-01-11	-0.75          	0.933          	0.00           
1986-01-12	1.75           	1.637          	0.00           
1986-01-13	1.25           	1.392          	0.00           
1986-01-14	-6.25          	0.758          	0.00           
1986-01-15	-10.25         	0.484          	0.00           
1986-01-16	-5.75          	0.771          	0.00           
1986-01-17	-2.00          	1.016          	0.00           
1986-01-18	4.75           	1.464          	0.00           
1986-01-19	9.50           	1.467          	5.00           
1986-01-20	6.00           	1.395          	25.00          
1986-01-21	3.75           	1.008          	8.00           
1986-01-22	3.75           	1.396          	0.00           
1986-01-23	2.50           	1.107          	0.00           
1986-01-24	-2.75          	0.650          	0.00           
1986-01-25	-2.00          	0.619          	0.00           
1986-01-26	0.75           	0.545          	43.00          
1986-01-27	-3.00          	0.731          	7.00           
1986-01-28	-7.25          	0.843          	0.00           
1986-01-29	-11.25         	0.385          	0.00           
1986-01-30	-7.25          	0.696          	1.00           
1986-01-31	-5.25          	0.872          	0.00           
